Year,name,position,team,adp
2023,Cordarrelle Patterson,RB,ATL,115.0
2023,Jerick McKinnon,RB,KC,115.3
2023,Allen Lazard,WR,NYJ,115.6
2023,Donta Foreman,RB,CHI,116.7
2023,Adam Thielen,WR,CAR,118.3
2023,Dawson Knox,TE,BUF,118.6
2023,Skyy Moore,WR,KC,120.2
2023,Cole Kmet,TE,CHI,121.7
2023,Tyler Boyd,WR,CIN,122.4
2023,Samaje Perine,RB,DEN,123.1
2023,Russell Wilson,QB,DEN,123.2
2023,Hunter Renfrow,WR,LV,124.8
2023,Michael Carter,RB,NYJ,125.1
2023,Daniel Jones,QB,NYG,126.8
2023,Nico Collins,WR,HOU,127.1
2023,Leonard Fournette,RB,TB,128.2
2023,Chase Edmonds,RB,TB,129.2
2023,Kayshon Boutte,WR,FA,129.8
2023,Clyde Edwards-Helaire,RB,KC,130.9
2023,Kyler Murray,QB,ARI,131.0
2023,Zay Jones,WR,JAX,131.8
2023,Jameson Williams,WR,DET,132.0
2023,Jared Goff,QB,DET,133.2
2023,Gerald Everett,TE,LAC,135.7
2023,Jaxon Smith-Njigba,WR,FA,137.4
2023,Michael Gallup,WR,DAL,138.0
2023,Zay Flowers,WR,FA,138.7
2023,Jordan Addison,WR,FA,139.1
2023,Tyler Higbee,TE,LAR,139.8
2023,James Robinson,RB,NYG,140.3
2023,Quentin Johnston,WR,FA,140.9
2023,Derek Carr,QB,NO,140.9
2023,Nyheim Hines,RB,BUF,141.0
2023,Tank Bigsby,RB,FA,142.2
2023,Donovan Peoples-Jones,WR,FA,142.5
2023,Anthony Richardson,QB,FA,142.9
2023,Allen Robinson,WR,PIT,143.2
2023,Dalton Kincaid,TE,FA,143.4
2023,Zach Charbonnet,RB,FA,145.0
2023,Wan'Dale Robinson,WR,NYG,145.1
2023,Zamir White,RB,LV,145.8
2023,Kendre Miller,RB,FA,146.2
2023,Devon Achane,RB,FA,146.4
2023,Jaylen Warren,RB,PIT,146.4
2023,Roschon Johnson,RB,FA,146.9
2023,Geno Smith,QB,SEA,147.6
2023,Chase Claypool,WR,CHI,149.6
2023,Matthew Stafford,QB,LAR,150.0
2023,Mike Gesicki,TE,NE,151.2
2023,Greg Dulcich,TE,DEN,151.6
2023,D'Ernest Johnson,RB,JAX,152.6
2023,Irv Smith Jr.,TE,CIN,152.7
2023,Romeo Doubs,WR,GB,153.2
2023,Chigoziem Okonkwo,TE,TEN,153.4
2023,Zach Ertz,TE,ARI,153.5
2023,Desmond Ridder,QB,ATL,154.0
2023,Chuba Hubbard,RB,CAR,155.7
2023,Jerome Ford,RB,CLE,156.3
2023,Isaiah Spiller,RB,LAC,157.1
2023,Hayden Hurst,TE,CAR,157.2
2023,K.J. Osborn,WR,MIN,157.3
2023,Taysom Hill,TE,NO,157.4
2023,Jordan Love,QB,GB,157.8
2023,Trey Lance,QB,SF,158.0
2023,Brock Purdy,QB,SF,158.1
2023,Alec Pierce,WR,IND,158.1
2023,Gus Edwards,RB,BAL,158.3
2023,Hunter Henry,TE,NE,158.3
2023,Bryce Young,QB,FA,158.6
2023,Marquez Valdes-Scantling,WR,KC,159.4
2023,Noah Fant,TE,SEA,159.7
2023,Kenny Pickett,QB,PIT,160.2
2023,Joshua Kelley,RB,LAC,160.6
2023,Mecole Hardman,WR,NYJ,161.2
2023,Isaiah Hodgins,WR,NYG,161.5
2023,Curtis Samuel,WR,WAS,161.6
2023,Robert Woods,WR,HOU,162.1
2023,Melvin Gordon,RB,BAL,163.2
2023,Zack Moss,RB,IND,163.5
2023,Parris Campbell,WR,NYG,166.3
2023,Pierre Strong Jr.,RB,NE,166.4
2023,John Metchie III,WR,HOU,166.6
2023,Jimmy Garoppolo,QB,LV,167.3
2023,DeVante Parker,WR,NE,168.0
2023,Darius Slayton,WR,NYG,168.5
2023,Van Jefferson,WR,LAR,170.1
